instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,yr_label,weekday_label,temp_celsius,atemp_celsius,hum_pct,windspeed_kmh
161,1/7/2011,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,Spring,Mist/Cloudy,2011,Fri,7.38,9.85,51,11.0014
162,1/8/2011,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,Spring,Mist/Cloudy,2011,Sat,7.38,9.85,51,11.0014
163,1/8/2011,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,Spring,Mist/Cloudy,2011,Sat,7.38,10.605,55,6.0032
164,1/8/2011,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0,3,13,16,Spring,Mist/Cloudy,2011,Sat,7.38,12.12,55,0
165,1/8/2011,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,Spring,Light Rain/Snow,2011,Sat,7.38,9.85,55,11.0014
166,1/8/2011,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,Spring,Light Rain/Snow,2011,Sat,7.38,9.85,55,11.0014
167,1/8/2011,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,Spring,Mist/Cloudy,2011,Sat,6.56,8.335,74,11.0014
168,1/8/2011,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,Spring,Mist/Cloudy,2011,Sat,6.56,8.335,74,11.0014
169,1/8/2011,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,Spring,Mist/Cloudy,2011,Sat,6.56,9.09,74,7.0015
170,1/8/2011,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,Spring,Light Rain/Snow,2011,Sat,6.56,9.09,93,7.0015
171,1/8/2011,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,Spring,Light Rain/Snow,2011,Sat,6.56,9.09,93,7.0015
172,1/8/2011,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,Spring,Mist/Cloudy,2011,Sat,7.38,9.85,80,11.0014
173,1/8/2011,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,Spring,Mist/Cloudy,2011,Sat,8.2,9.09,69,26.0027
174,1/8/2011,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,Spring,Mist/Cloudy,2011,Sat,8.2,9.09,59,23.9994
175,1/8/2011,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,Spring,Clear/Partly Cloudy,2011,Sat,8.2,9.09,44,22.0028
176,1/8/2011,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,Spring,Clear/Partly Cloudy,2011,Sat,8.2,8.335,32,32.9975
177,1/8/2011,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,Spring,Clear/Partly Cloudy,2011,Sat,8.2,8.335,32,30.0026
178,1/8/2011,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,Spring,Clear/Partly Cloudy,2011,Sat,7.38,6.82,29,30.0026
179,1/8/2011,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,Spring,Clear/Partly Cloudy,2011,Sat,6.56,6.06,37,36.9974
180,1/8/2011,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,Spring,Clear/Partly Cloudy,2011,Sat,5.74,6.06,39,19.9995
181,1/8/2011,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,Spring,Clear/Partly Cloudy,2011,Sat,5.74,6.06,36,16.9979
182,1/8/2011,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,Spring,Clear/Partly Cloudy,2011,Sat,4.92,6.06,36,16.9979
183,1/8/2011,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,Spring,Clear/Partly Cloudy,2011,Sat,4.92,5.305,39,23.9994
184,1/8/2011,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,Spring,Clear/Partly Cloudy,2011,Sat,4.92,5.305,36,26.0027
185,1/8/2011,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,Spring,Clear/Partly Cloudy,2011,Sat,4.1,3.03,39,30.0026
186,1/9/2011,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,Spring,Clear/Partly Cloudy,2011,Sun,4.1,3.79,42,26.0027
187,1/9/2011,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Spring,Clear/Partly Cloudy,2011,Sun,4.1,3.03,42,31.0009
188,1/9/2011,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Spring,Clear/Partly Cloudy,2011,Sun,4.1,3.03,46,31.0009
189,1/9/2011,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Spring,Clear/Partly Cloudy,2011,Sun,4.1,3.79,46,27.9993
190,1/9/2011,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Spring,Clear/Partly Cloudy,2011,Sun,3.28,4.545,53,12.998
191,1/9/2011,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Spring,Clear/Partly Cloudy,2011,Sun,3.28,4.545,53,12.998
192,1/9/2011,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Spring,Clear/Partly Cloudy,2011,Sun,4.1,4.545,49,19.0012
193,1/9/2011,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,Spring,Clear/Partly Cloudy,2011,Sun,3.28,4.545,53,12.998
194,1/9/2011,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Spring,Clear/Partly Cloudy,2011,Sun,4.1,4.545,49,19.0012
195,1/9/2011,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Spring,Clear/Partly Cloudy,2011,Sun,4.92,3.79,46,35.0008
196,1/9/2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Spring,Clear/Partly Cloudy,2011,Sun,5.74,5.305,43,26.0027
197,1/9/2011,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Spring,Clear/Partly Cloudy,2011,Sun,6.56,6.06,40,35.0008
198,1/9/2011,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Spring,Clear/Partly Cloudy,2011,Sun,7.38,6.82,37,30.0026
199,1/9/2011,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Spring,Clear/Partly Cloudy,2011,Sun,8.2,8.335,34,30.0026
200,1/9/2011,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Spring,Clear/Partly Cloudy,2011,Sun,9.02,9.09,32,31.0009
201,1/9/2011,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Spring,Clear/Partly Cloudy,2011,Sun,9.02,9.85,35,23.9994
202,1/9/2011,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Spring,Clear/Partly Cloudy,2011,Sun,8.2,8.335,34,30.0026
203,1/9/2011,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Spring,Clear/Partly Cloudy,2011,Sun,7.38,7.575,37,26.0027
204,1/9/2011,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Spring,Clear/Partly Cloudy,2011,Sun,6.56,6.82,40,22.0028
205,1/9/2011,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Spring,Clear/Partly Cloudy,2011,Sun,6.56,6.82,43,22.0028
206,1/9/2011,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Spring,Clear/Partly Cloudy,2011,Sun,5.74,6.06,46,16.9979
207,1/9/2011,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Spring,Clear/Partly Cloudy,2011,Sun,5.74,5.305,46,27.9993
208,1/9/2011,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Spring,Clear/Partly Cloudy,2011,Sun,5.74,6.06,46,19.9995
209,1/9/2011,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Spring,Clear/Partly Cloudy,2011,Sun,4.92,6.82,50,12.998
210,1/10/2011,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Spring,Clear/Partly Cloudy,2011,Mon,4.92,6.06,50,19.0012
211,1/10/2011,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Spring,Clear/Partly Cloudy,2011,Mon,4.92,6.06,50,19.0012
212,1/10/2011,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Spring,Clear/Partly Cloudy,2011,Mon,4.92,6.06,50,15.0013
213,1/10/2011,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Spring,Clear/Partly Cloudy,2011,Mon,4.92,6.06,50,15.0013
214,1/10/2011,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Spring,Clear/Partly Cloudy,2011,Mon,4.1,6.06,54,8.9981
215,1/10/2011,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Spring,Clear/Partly Cloudy,2011,Mon,4.1,5.305,54,16.9979
216,1/10/2011,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Spring,Clear/Partly Cloudy,2011,Mon,4.92,6.06,50,19.0012
217,1/10/2011,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Spring,Clear/Partly Cloudy,2011,Mon,4.92,6.06,50,15.0013
218,1/10/2011,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Spring,Mist/Cloudy,2011,Mon,4.92,6.06,50,19.0012
219,1/10/2011,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Spring,Mist/Cloudy,2011,Mon,5.74,6.06,50,16.9979
220,1/10/2011,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Spring,Mist/Cloudy,2011,Mon,5.74,6.06,50,19.9995
221,1/10/2011,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Spring,Mist/Cloudy,2011,Mon,6.56,6.82,47,19.0012
222,1/10/2011,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Spring,Mist/Cloudy,2011,Mon,8.2,9.09,40,19.0012
223,1/10/2011,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Spring,Mist/Cloudy,2011,Mon,8.2,9.09,40,19.0012
224,1/10/2011,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Spring,Mist/Cloudy,2011,Mon,8.2,9.85,40,15.0013
225,1/10/2011,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Spring,Mist/Cloudy,2011,Mon,8.2,9.85,40,15.0013
226,1/10/2011,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Spring,Clear/Partly Cloudy,2011,Mon,8.2,10.605,40,8.9981
227,1/10/2011,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Spring,Clear/Partly Cloudy,2011,Mon,8.2,11.365,40,7.0015
228,1/10/2011,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Spring,Clear/Partly Cloudy,2011,Mon,8.2,9.85,40,15.0013
229,1/10/2011,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Spring,Clear/Partly Cloudy,2011,Mon,6.56,8.335,47,11.0014
230,1/10/2011,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Spring,Clear/Partly Cloudy,2011,Mon,6.56,8.335,50,11.0014
231,1/10/2011,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Spring,Clear/Partly Cloudy,2011,Mon,5.74,6.82,59,12.998
232,1/10/2011,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Spring,Clear/Partly Cloudy,2011,Mon,5.74,7.575,59,11.0014
233,1/10/2011,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Spring,Clear/Partly Cloudy,2011,Mon,5.74,7.575,59,11.0014
234,1/11/2011,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Spring,Clear/Partly Cloudy,2011,Tue,5.74,8.335,59,7.0015
235,1/11/2011,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Spring,Clear/Partly Cloudy,2011,Tue,5.74,7.575,59,11.0014
236,1/11/2011,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Spring,Mist/Cloudy,2011,Tue,6.56,7.575,55,12.998
237,1/11/2011,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Spring,Mist/Cloudy,2011,Tue,6.56,9.09,55,8.9981
238,1/11/2011,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Spring,Mist/Cloudy,2011,Tue,6.56,9.09,55,8.9981
239,1/11/2011,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0,2,97,99,Spring,Mist/Cloudy,2011,Tue,6.56,11.365,55,0
240,1/11/2011,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Spring,Mist/Cloudy,2011,Tue,7.38,10.605,51,6.0032
241,1/11/2011,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Spring,Mist/Cloudy,2011,Tue,7.38,9.85,51,11.0014
242,1/11/2011,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Spring,Mist/Cloudy,2011,Tue,8.2,10.605,51,11.0014
243,1/11/2011,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Spring,Mist/Cloudy,2011,Tue,8.2,10.605,47,8.9981
244,1/11/2011,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Spring,Mist/Cloudy,2011,Tue,8.2,11.365,51,7.0015
245,1/11/2011,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Spring,Mist/Cloudy,2011,Tue,8.2,11.365,59,6.0032
246,1/11/2011,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Spring,Mist/Cloudy,2011,Tue,8.2,11.365,59,6.0032
247,1/11/2011,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Spring,Mist/Cloudy,2011,Tue,6.56,9.85,80,6.0032
248,1/11/2011,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Spring,Mist/Cloudy,2011,Tue,6.56,7.575,86,15.0013
249,1/11/2011,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Spring,Mist/Cloudy,2011,Tue,6.56,7.575,86,15.0013
250,1/11/2011,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Spring,Light Rain/Snow,2011,Tue,6.56,9.09,93,7.0015
251,1/11/2011,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0,0,51,51,Spring,Light Rain/Snow,2011,Tue,6.56,11.365,93,0
252,1/11/2011,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Spring,Light Rain/Snow,2011,Tue,6.56,7.575,93,12.998
253,1/11/2011,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Spring,Light Rain/Snow,2011,Tue,6.56,9.85,86,6.0032
254,1/11/2011,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Spring,Light Rain/Snow,2011,Tue,6.56,9.09,93,7.0015
255,1/11/2011,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Spring,Light Rain/Snow,2011,Tue,6.56,9.85,93,6.0032
256,1/12/2011,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Spring,Mist/Cloudy,2011,Wed,6.56,9.85,86,6.0032
257,1/12/2011,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Spring,Mist/Cloudy,2011,Wed,6.56,9.09,86,7.0015
258,1/12/2011,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Spring,Clear/Partly Cloudy,2011,Wed,5.74,7.575,86,8.9981
259,1/12/2011,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Spring,Clear/Partly Cloudy,2011,Wed,5.74,7.575,86,11.0014
260,1/12/2011,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Spring,Clear/Partly Cloudy,2011,Wed,4.92,7.575,93,8.9981
261,1/12/2011,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Spring,Clear/Partly Cloudy,2011,Wed,5.74,7.575,69,8.9981
262,1/12/2011,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Spring,Clear/Partly Cloudy,2011,Wed,6.56,8.335,59,11.0014
263,1/12/2011,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Spring,Clear/Partly Cloudy,2011,Wed,6.56,6.82,59,22.0028
264,1/12/2011,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Spring,Clear/Partly Cloudy,2011,Wed,7.38,9.09,55,15.0013
265,1/12/2011,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Spring,Clear/Partly Cloudy,2011,Wed,8.2,9.09,51,26.0027
266,1/12/2011,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Spring,Clear/Partly Cloudy,2011,Wed,8.2,7.575,47,39.0007
267,1/12/2011,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Spring,Clear/Partly Cloudy,2011,Wed,9.02,9.85,44,23.9994
268,1/12/2011,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Spring,Clear/Partly Cloudy,2011,Wed,8.2,9.09,47,22.0028
269,1/12/2011,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Spring,Clear/Partly Cloudy,2011,Wed,8.2,8.335,47,27.9993
270,1/12/2011,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Spring,Clear/Partly Cloudy,2011,Wed,9.02,9.85,44,22.0028
271,1/12/2011,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Spring,Clear/Partly Cloudy,2011,Wed,8.2,9.09,47,23.9994
272,1/12/2011,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Spring,Clear/Partly Cloudy,2011,Wed,8.2,7.575,47,35.0008
273,1/12/2011,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Spring,Clear/Partly Cloudy,2011,Wed,7.38,7.575,47,27.9993
274,1/12/2011,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Spring,Clear/Partly Cloudy,2011,Wed,6.56,6.82,50,22.0028
275,1/12/2011,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Spring,Clear/Partly Cloudy,2011,Wed,6.56,6.82,55,22.0028
276,1/12/2011,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Spring,Clear/Partly Cloudy,2011,Wed,6.56,6.06,55,30.0026
277,1/12/2011,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Spring,Clear/Partly Cloudy,2011,Wed,5.74,5.305,59,27.9993
278,1/13/2011,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,59,19.0012
279,1/13/2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,50,19.0012
280,1/13/2011,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,50,23.9994
281,1/13/2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,50,22.0028
282,1/13/2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,50,16.9979
283,1/13/2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,50,19.9995
284,1/13/2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Spring,Clear/Partly Cloudy,2011,Thu,4.92,7.575,54,8.9981
285,1/13/2011,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Spring,Clear/Partly Cloudy,2011,Thu,4.92,7.575,54,8.9981
286,1/13/2011,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.82,50,12.998
287,1/13/2011,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,50,22.0028
288,1/13/2011,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Spring,Mist/Cloudy,2011,Thu,6.56,6.82,50,23.9994
289,1/13/2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Spring,Mist/Cloudy,2011,Thu,8.2,8.335,44,30.0026
290,1/13/2011,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Spring,Clear/Partly Cloudy,2011,Thu,8.2,8.335,44,27.9993
291,1/13/2011,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Spring,Clear/Partly Cloudy,2011,Thu,9.02,9.85,41,30.0026
292,1/13/2011,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Spring,Clear/Partly Cloudy,2011,Thu,9.02,9.85,41,26.0027
293,1/13/2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Spring,Clear/Partly Cloudy,2011,Thu,9.84,10.605,38,19.9995
294,1/13/2011,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Spring,Clear/Partly Cloudy,2011,Thu,9.84,10.605,38,23.9994
295,1/13/2011,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Spring,Clear/Partly Cloudy,2011,Thu,8.2,9.09,40,19.0012
296,1/13/2011,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Spring,Clear/Partly Cloudy,2011,Thu,8.2,9.09,40,22.0028
297,1/13/2011,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Spring,Clear/Partly Cloudy,2011,Thu,6.56,7.575,47,16.9979
298,1/13/2011,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Spring,Clear/Partly Cloudy,2011,Thu,6.56,7.575,47,15.0013
299,1/13/2011,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,46,19.9995
300,1/13/2011,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Spring,Clear/Partly Cloudy,2011,Thu,5.74,6.06,46,22.0028
301,1/13/2011,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Spring,Clear/Partly Cloudy,2011,Thu,4.92,6.82,50,12.998
302,1/14/2011,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Spring,Clear/Partly Cloudy,2011,Fri,4.92,6.82,50,12.998
303,1/14/2011,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Spring,Clear/Partly Cloudy,2011,Fri,4.1,6.06,54,11.0014
304,1/14/2011,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Spring,Clear/Partly Cloudy,2011,Fri,4.1,6.06,54,8.9981
305,1/14/2011,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Spring,Clear/Partly Cloudy,2011,Fri,4.1,6.82,54,7.0015
306,1/14/2011,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Spring,Clear/Partly Cloudy,2011,Fri,4.1,6.82,54,6.0032
307,1/14/2011,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,Spring,Clear/Partly Cloudy,2011,Fri,4.1,9.09,54,0
308,1/14/2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Spring,Clear/Partly Cloudy,2011,Fri,4.1,6.06,74,11.0014
309,1/14/2011,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,Spring,Clear/Partly Cloudy,2011,Fri,4.92,8.335,68,0
310,1/14/2011,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Spring,Clear/Partly Cloudy,2011,Fri,5.74,7.575,69,8.9981
311,1/14/2011,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Spring,Clear/Partly Cloudy,2011,Fri,7.38,9.09,55,12.998
312,1/14/2011,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Spring,Clear/Partly Cloudy,2011,Fri,7.38,8.335,51,19.0012
313,1/14/2011,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Spring,Clear/Partly Cloudy,2011,Fri,8.2,9.85,44,16.9979
314,1/14/2011,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Spring,Clear/Partly Cloudy,2011,Fri,9.02,9.85,37,26.0027
315,1/14/2011,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Spring,Clear/Partly Cloudy,2011,Fri,9.02,10.605,41,19.0012
316,1/14/2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Spring,Clear/Partly Cloudy,2011,Fri,9.84,12.12,38,11.0014
317,1/14/2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Spring,Clear/Partly Cloudy,2011,Fri,9.02,12.12,41,7.0015
318,1/14/2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Spring,Clear/Partly Cloudy,2011,Fri,9.02,11.365,41,11.0014
319,1/14/2011,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,Spring,Clear/Partly Cloudy,2011,Fri,8.2,12.88,47,0
320,1/14/2011,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Spring,Clear/Partly Cloudy,2011,Fri,6.56,9.85,59,6.0032
