instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,yr_label,weekday_label,temp_celsius,atemp_celsius,hum_pct,windspeed_kmh,perf_cluster
573,7/26/2012,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,Fall,Clear/Partly Cloudy,2012,Thu,31.843347,36.96315,59.6667,19.082471,Very High
574,7/27/2012,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,Fall,Clear/Partly Cloudy,2012,Fri,32.048347,36.71085,59.4583,10.250464,Very High
575,7/28/2012,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,Fall,Clear/Partly Cloudy,2012,Sat,30.989153,34.8802,61.3333,10.54245,Very High
576,7/29/2012,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,Fall,Clear/Partly Cloudy,2012,Sun,29.588347,33.39665,62.375,11.416532,Very High
577,7/30/2012,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,Fall,Clear/Partly Cloudy,2012,Mon,29.964153,34.24935,66.875,10.292339,Very High
578,7/31/2012,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,Fall,Clear/Partly Cloudy,2012,Tue,29.246653,33.1448,70.4167,11.083475,Very High
579,8/1/2012,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,Fall,Clear/Partly Cloudy,2012,Wed,29.4175,33.3654,67.75,9.458993,Very High
580,8/2/2012,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,Fall,Clear/Partly Cloudy,2012,Thu,30.8525,35.3544,65.9583,8.666718,Very High
581,8/3/2012,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,Fall,Mist/Cloudy,2012,Fri,31.399153,36.14335,64.25,14.458064,Very High
582,8/4/2012,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,Fall,Clear/Partly Cloudy,2012,Sat,32.526653,37.56335,61.3333,17.249686,Very High
583,8/5/2012,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Fall,Clear/Partly Cloudy,2012,Sun,31.535847,36.55395,65.25,19.458207,High
584,8/6/2012,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Fall,Mist/Cloudy,2012,Mon,30.8525,35.5123,65.4167,8.666718,Very High
585,8/7/2012,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Fall,Mist/Cloudy,2012,Tue,30.169153,34.88105,70.375,7.832836,Very High
586,8/8/2012,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Fall,Mist/Cloudy,2012,Wed,30.75,35.38585,67.2917,7.4169,Very High
587,8/9/2012,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Fall,Clear/Partly Cloudy,2012,Thu,30.989153,34.9754,62.0417,10.4587,Very High
588,8/10/2012,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Fall,Mist/Cloudy,2012,Fri,29.349153,33.3971,71.5833,16.000471,High
589,8/11/2012,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Fall,Mist/Cloudy,2012,Sat,28.3925,31.91335,73.2917,13.834093,Very High
590,8/12/2012,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Fall,Clear/Partly Cloudy,2012,Sun,28.734153,32.22895,53.0417,8.208304,Very High
591,8/13/2012,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Fall,Clear/Partly Cloudy,2012,Mon,29.554153,33.1127,54.5417,9.126204,Very High
592,8/14/2012,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Fall,Clear/Partly Cloudy,2012,Tue,29.793347,33.83895,68.6667,11.333586,Very High
593,8/15/2012,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Fall,Clear/Partly Cloudy,2012,Wed,28.973347,32.70185,61.9583,11.374657,Very High
594,8/16/2012,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Fall,Clear/Partly Cloudy,2012,Thu,29.485847,32.7344,51.9167,9.500332,Very High
595,8/17/2012,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Fall,Clear/Partly Cloudy,2012,Fri,29.656653,12.12,57.0833,15.500718,Very High
596,8/18/2012,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Fall,Clear/Partly Cloudy,2012,Sat,27.811653,30.90355,60.3333,11.917089,Very High
597,8/19/2012,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Fall,Mist/Cloudy,2012,Sun,26.069153,30.1777,71.1667,5.79215,High
598,8/20/2012,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Fall,Mist/Cloudy,2012,Mon,26.069153,29.79835,73.4167,8.708593,Very High
599,8/21/2012,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Fall,Clear/Partly Cloudy,2012,Tue,26.615847,30.05125,67.375,4.8756436,Very High
600,8/22/2012,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Fall,Clear/Partly Cloudy,2012,Wed,27.3675,31.0927,67.7083,4.7089811,Very High
601,8/23/2012,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Fall,Clear/Partly Cloudy,2012,Thu,28.529153,31.8504,63.5833,5.6679186,Very High
602,8/24/2012,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Fall,Mist/Cloudy,2012,Fri,28.8025,32.355,61.5,4.8337686,Very High
603,8/25/2012,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Fall,Mist/Cloudy,2012,Sat,27.128347,30.9348,71.2917,16.375336,Very High
604,8/26/2012,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Fall,Mist/Cloudy,2012,Sun,26.786653,29.7998,84.5833,15.333486,High
605,8/27/2012,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Fall,Clear/Partly Cloudy,2012,Mon,28.836653,32.7344,73.0417,8.625111,Very High
606,8/28/2012,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Fall,Clear/Partly Cloudy,2012,Tue,29.861653,33.3025,62,12.791975,Very High
607,8/29/2012,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Fall,Clear/Partly Cloudy,2012,Wed,28.085,31.78665,55.2083,7.541654,Very High
608,8/30/2012,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Fall,Clear/Partly Cloudy,2012,Thu,28.973347,32.63895,59.0417,5.1668189,Very High
609,8/31/2012,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Fall,Clear/Partly Cloudy,2012,Fri,31.330847,34.47,58.75,11.291711,Very High
610,9/1/2012,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Fall,Mist/Cloudy,2012,Sat,30.886653,35.1327,63.8333,7.583529,Very High
611,9/2/2012,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Fall,Mist/Cloudy,2012,Sun,28.563347,32.45,81.5,4.2927436,High
612,9/3/2012,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Fall,Clear/Partly Cloudy,2012,Mon,29.0075,33.08145,79.0833,10.125107,Very High
613,9/4/2012,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Fall,Clear/Partly Cloudy,2012,Tue,29.759153,34.3444,75.5,15.833507,Very High
614,9/5/2012,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Fall,Clear/Partly Cloudy,2012,Wed,30.203347,35.44915,74.125,12.583136,Very High
615,9/6/2012,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Fall,Mist/Cloudy,2012,Thu,28.563347,32.76645,81.0417,9.542207,Very High
616,9/7/2012,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Fall,Clear/Partly Cloudy,2012,Fri,28.836653,32.8602,73.625,11.500282,Very High
617,9/8/2012,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Fall,Mist/Cloudy,2012,Sat,27.025847,30.55605,79.9167,18.833968,Very High
618,9/9/2012,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Fall,Clear/Partly Cloudy,2012,Sun,25.01,28.94625,54.75,15.041232,Very High
619,9/10/2012,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Fall,Clear/Partly Cloudy,2012,Mon,23.916653,28.2827,50.375,17.333771,Very High
620,9/11/2012,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Fall,Clear/Partly Cloudy,2012,Tue,23.6775,27.7146,52,6.1676314,Very High
621,9/12/2012,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Fall,Clear/Partly Cloudy,2012,Wed,24.565847,28.50375,57.7083,8.833682,Very High
622,9/13/2012,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Fall,Clear/Partly Cloudy,2012,Thu,25.1125,28.9779,63.7083,5.5422936,Very High
623,9/14/2012,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Fall,Clear/Partly Cloudy,2012,Fri,25.966653,29.70415,67.25,6.958821,Very High
624,9/15/2012,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Fall,Clear/Partly Cloudy,2012,Sat,24.941653,29.29335,50.1667,16.583907,Very High
625,9/16/2012,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Fall,Clear/Partly Cloudy,2012,Sun,23.78,28.15625,57,6.0422811,Very High
626,9/17/2012,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Fall,Mist/Cloudy,2012,Mon,23.814153,27.6525,73.4583,10.166714,Very High
627,9/18/2012,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Fall,Mist/Cloudy,2012,Tue,25.556653,28.25335,87.25,23.958329,Medium
628,9/19/2012,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Fall,Clear/Partly Cloudy,2012,Wed,22.6525,27.0202,53.6667,14.416725,Very High
629,9/20/2012,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Fall,Clear/Partly Cloudy,2012,Thu,22.413347,26.6096,61.8333,7.917189,Very High
630,9/21/2012,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Fall,Clear/Partly Cloudy,2012,Fri,24.565847,28.59855,66.875,10.333343,Very High
631,9/22/2012,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Fall,Clear/Partly Cloudy,2012,Sat,26.65,30.5244,64.6667,19.000061,Very High
632,9/23/2012,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Winter,Clear/Partly Cloudy,2012,Sun,21.695847,25.94665,46.7083,14.958286,Very High
633,9/24/2012,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Winter,Clear/Partly Cloudy,2012,Mon,21.080847,25.12565,49.2917,9.541068,Very High
634,9/25/2012,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Winter,Clear/Partly Cloudy,2012,Tue,22.55,27.20895,57,15.833507,Very High
635,9/26/2012,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Winter,Clear/Partly Cloudy,2012,Wed,26.035,29.83065,63.0833,16.3748,Very High
636,9/27/2012,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Winter,Mist/Cloudy,2012,Thu,26.65,30.39875,69.0833,9.000914,Very High
637,9/28/2012,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Winter,Mist/Cloudy,2012,Fri,25.385847,29.29315,69,10.999993,Very High
638,9/29/2012,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Winter,Clear/Partly Cloudy,2012,Sat,22.2425,26.5148,54.2917,15.249468,Very High
639,9/30/2012,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Winter,Clear/Partly Cloudy,2012,Sun,21.593347,25.88315,58.3333,9.042186,Very High
640,10/1/2012,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Winter,Mist/Cloudy,2012,Mon,21.354153,25.6,64.9167,6.0838814,Very High
641,10/2/2012,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Winter,Light Rain/Snow,2012,Tue,24.224153,27.11665,87.1667,6.999825,High
642,10/3/2012,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Winter,Mist/Cloudy,2012,Wed,26.9575,29.95665,79.375,4.4585686,Very High
643,10/4/2012,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Winter,Mist/Cloudy,2012,Thu,26.9575,30.39875,72.2917,7.875582,Very High
644,10/5/2012,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Winter,Clear/Partly Cloudy,2012,Fri,25.215,29.00935,62.75,7.12545,Very High
645,10/6/2012,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Winter,Clear/Partly Cloudy,2012,Sat,22.720847,26.92605,66.4167,17.957675,Very High
646,10/7/2012,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Winter,Mist/Cloudy,2012,Sun,17.049153,20.99065,70.8333,9.457854,Medium
647,10/8/2012,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Winter,Mist/Cloudy,2012,Mon,15.716653,19.3804,70.9583,12.708493,High
648,10/9/2012,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Winter,Mist/Cloudy,2012,Tue,18.313347,21.9056,76.1667,12.7501,Very High
649,10/10/2012,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Winter,Clear/Partly Cloudy,2012,Wed,21.080847,25.1571,63.0833,12.584007,Very High
650,10/11/2012,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Winter,Clear/Partly Cloudy,2012,Thu,17.835,21.55835,46.3333,12.166932,Very High
651,10/12/2012,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Winter,Clear/Partly Cloudy,2012,Fri,17.9375,21.65355,53.9167,15.751164,Very High
652,10/13/2012,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Winter,Clear/Partly Cloudy,2012,Sat,16.126653,19.5698,49.4583,9.791514,Very High
653,10/14/2012,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Winter,Clear/Partly Cloudy,2012,Sun,21.388347,25.4102,64.0417,18.667004,Very High
654,10/15/2012,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Winter,Mist/Cloudy,2012,Mon,23.028347,26.9575,70.75,19.834479,High
655,10/16/2012,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Winter,Clear/Partly Cloudy,2012,Tue,19.201653,23.0423,55.8333,12.208807,Very High
656,10/17/2012,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Winter,Clear/Partly Cloudy,2012,Wed,18.689153,22.5054,69.2917,6.791857,Very High
657,10/18/2012,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Winter,Mist/Cloudy,2012,Thu,21.4225,25.63125,72.8333,15.874779,Very High
658,10/19/2012,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Winter,Mist/Cloudy,2012,Fri,23.096653,26.8948,81.5,9.041918,High
659,10/20/2012,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Winter,Clear/Partly Cloudy,2012,Sat,19.850847,23.6421,57.2917,7.874979,Very High
660,10/21/2012,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Winter,Clear/Partly Cloudy,2012,Sun,19.030847,22.82145,51,11.125618,Very High
661,10/22/2012,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Winter,Clear/Partly Cloudy,2012,Mon,19.9875,24.1471,56.8333,5.4593811,Very High
662,10/23/2012,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Winter,Clear/Partly Cloudy,2012,Tue,22.310847,26.5152,64.1667,6.3345686,Very High
663,10/24/2012,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Winter,Clear/Partly Cloudy,2012,Wed,24.0875,27.93605,63.625,4.8762064,Very High
664,10/25/2012,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Winter,Mist/Cloudy,2012,Thu,22.55,26.4844,80.0417,8.333125,Very High
665,10/26/2012,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Winter,Mist/Cloudy,2012,Fri,22.379153,26.1375,80.7083,8.875289,Very High
666,10/27/2012,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Winter,Mist/Cloudy,2012,Sat,21.73,25.75665,72,15.791364,Very High
667,10/28/2012,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Winter,Mist/Cloudy,2012,Sun,19.5775,23.38855,69.4583,26.666536,Medium
668,10/29/2012,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Winter,Light Rain/Snow,2012,Mon,18.04,21.97,88,23.9994,Low
669,10/30/2012,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Winter,Mist/Cloudy,2012,Tue,13.045462,15.49545,82.5455,14.271603,Low
670,10/31/2012,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Winter,Mist/Cloudy,2012,Wed,14.6575,18.055,66.6667,11.166689,High
671,11/1/2012,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Winter,Mist/Cloudy,2012,Thu,14.999153,18.4971,58.1667,10.542182,Very High
672,11/2/2012,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Winter,Clear/Partly Cloudy,2012,Fri,14.555,17.8021,52.2083,17.833725,High
673,11/3/2012,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Winter,Mist/Cloudy,2012,Sat,14.076653,16.1923,49.125,18.125443,High
674,11/4/2012,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Winter,Clear/Partly Cloudy,2012,Sun,13.359153,16.4769,53.2917,12.000236,High
675,11/5/2012,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Winter,Clear/Partly Cloudy,2012,Mon,13.085847,15.40375,49.4167,15.833775,High
676,11/6/2012,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Winter,Clear/Partly Cloudy,2012,Tue,11.514153,14.07835,56.7083,11.625371,High
677,11/7/2012,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Winter,Mist/Cloudy,2012,Wed,12.129153,13.73105,54.75,20.375236,High
678,11/8/2012,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Winter,Clear/Partly Cloudy,2012,Thu,14.439134,17.09455,33.3478,23.304945,High
679,11/9/2012,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Winter,Clear/Partly Cloudy,2012,Fri,14.828347,17.77065,54.0833,14.375386,Very High
680,11/10/2012,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Winter,Clear/Partly Cloudy,2012,Sat,15.955847,19.69685,64.5417,3.8756686,Very High
681,11/11/2012,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Winter,Clear/Partly Cloudy,2012,Sun,17.254153,21.08565,65.9167,8.5425,Very High
682,11/12/2012,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Winter,Clear/Partly Cloudy,2012,Mon,19.885,23.76915,74.1667,11.625639,Very High
683,11/13/2012,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Winter,Mist/Cloudy,2012,Tue,14.076653,16.16125,66.2917,22.917082,Medium
684,11/14/2012,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Winter,Clear/Partly Cloudy,2012,Wed,11.855847,14.07815,55.2083,13.374875,High
685,11/15/2012,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Winter,Mist/Cloudy,2012,Thu,13.188347,16.2246,62.0417,10.250129,High
686,11/16/2012,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Winter,Clear/Partly Cloudy,2012,Fri,14.145,17.3602,52.4583,11.458675,High
687,11/17/2012,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Winter,Clear/Partly Cloudy,2012,Sat,13.325,16.31915,54.5417,12.041843,High
688,11/18/2012,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Winter,Clear/Partly Cloudy,2012,Sun,14.0425,16.8873,69.2917,15.250004,High
689,11/19/2012,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Winter,Mist/Cloudy,2012,Mon,15.614153,18.78105,62.3333,15.749489,High
690,11/20/2012,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Winter,Mist/Cloudy,2012,Tue,15.340847,19.03335,68.5,5.542575,High
691,11/21/2012,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Winter,Clear/Partly Cloudy,2012,Wed,14.486653,18.2446,61.375,6.917482,High
692,11/22/2012,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Winter,Clear/Partly Cloudy,2012,Thu,13.94,17.51855,58.0417,3.5423436,Low
693,11/23/2012,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Winter,Clear/Partly Cloudy,2012,Fri,15.101653,18.93895,56.875,9.917407,Medium
694,11/24/2012,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Winter,Clear/Partly Cloudy,2012,Sat,11.411653,12.4371,40.4583,25.250357,Low
695,11/25/2012,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Winter,Clear/Partly Cloudy,2012,Sun,10.079153,12.87915,46.8333,10.0835,Low
696,11/26/2012,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Winter,Clear/Partly Cloudy,2012,Mon,12.846653,16.9502,53.5417,3.12555,High
697,11/27/2012,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Winter,Mist/Cloudy,2012,Tue,11.958347,14.0779,78.6667,15.916654,Medium
698,11/28/2012,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Winter,Clear/Partly Cloudy,2012,Wed,12.163347,14.4881,50.625,14.125007,High
699,11/29/2012,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Winter,Clear/Partly Cloudy,2012,Thu,11.51567,14.9211,55.5652,7.739974,High
700,11/30/2012,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Winter,Clear/Partly Cloudy,2012,Fri,12.231653,16.19335,64.9583,3.9175436,High
701,12/1/2012,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Winter,Mist/Cloudy,2012,Sat,12.231653,15.8452,80.6667,4.0001814,High
702,12/2/2012,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Winter,Mist/Cloudy,2012,Sun,14.2475,17.9604,82.3333,8.333393,High
703,12/3/2012,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Winter,Clear/Partly Cloudy,2012,Mon,18.5525,22.7898,76.75,5.5422936,Very High
704,12/4/2012,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Winter,Clear/Partly Cloudy,2012,Tue,19.509153,23.4527,73.375,11.666643,Very High
705,12/5/2012,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Winter,Clear/Partly Cloudy,2012,Wed,17.971653,21.4006,48.5,21.709407,High
706,12/6/2012,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Winter,Clear/Partly Cloudy,2012,Thu,10.489153,12.9102,50.875,11.708518,High
707,12/7/2012,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Winter,Mist/Cloudy,2012,Fri,13.154153,16.0979,76.4167,8.7502,High
708,12/8/2012,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Winter,Mist/Cloudy,2012,Sat,15.648347,19.4754,91.125,6.792393,High
709,12/9/2012,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Winter,Mist/Cloudy,2012,Sun,15.750847,19.5073,90.5417,10.584325,Medium
710,12/10/2012,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Winter,Mist/Cloudy,2012,Mon,17.869153,21.77875,92.5,12.750636,High
711,12/11/2012,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Winter,Mist/Cloudy,2012,Tue,14.486653,16.91815,59.6667,19.834479,High
712,12/12/2012,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Winter,Mist/Cloudy,2012,Wed,12.1975,14.8669,53.8333,10.916779,High
713,12/13/2012,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Winter,Clear/Partly Cloudy,2012,Thu,12.129153,14.7094,48.5833,11.666643,High
714,12/14/2012,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Winter,Clear/Partly Cloudy,2012,Fri,11.548347,14.7096,64.2917,8.792343,High
